0.00099273,49.783,0.0056491
0.0011441,37.856,0.0077032
0.0012785,29.876,0.0097287
0.0014025,24.688,0.011735
0.0021286,17.385,0.015849
0.0025165,12.999,0.019705
0.0028842,10.781,0.022801
0.0029579,10.311,0.024107
0.0031166,9.381,0.026456
0.00316,9.1167,0.027686
0.003265,8.628,0.029198
0.0033598,8.1805,0.030751
0.0035145,7.588,0.0327
0.0037058,6.9362,0.035158
0.003936,6.2941,0.037804
0.0040416,5.9999,0.039551
0.0044887,5.398,0.043272
0.0048036,5.0021,0.046001
0.0051592,4.6508,0.049059
0.0056912,4.2531,0.052831
0.0058181,4.0899,0.054937
0.0065195,3.9354,0.058646
0.0070432,3.6106,0.062897
0.0073059,3.4371,0.065893
0.0075421,3.2766,0.068613
0.007971,3.0893,0.072383
0.0084915,2.9192,0.076744
7.43e-06,38.713,0.00046416
2.226e-05,19.206,0.001205
4.4949e-05,15.144,0.0020528
0.00010286,18.242,0.0034014
0.00015867,12.508,0.004855
0.00016955,10.432,0.0056846
0.00018178,8.5913,0.0066082
0.00020604,6.5849,0.007819
0.00023155,5.1494,0.0091108
0.00023291,4.7992,0.009836
0.00023275,4.6357,0.010292
0.00025878,4.0058,0.011592
0.00029107,3.2058,0.013229
0.00031089,2.6979,0.01473
0.00030976,2.5686,0.015646
0.00030918,2.4404,0.016651
0.00031756,2.2907,0.017982
0.00030928,2.2483,0.019036
0.00029563,2.3222,0.019764
0.0002854,2.3188,0.02092
0.00026909,2.4465,0.021662
0.00026883,2.4398,0.023205
0.00024916,2.605,0.024131
0.00023547,2.6491,0.025615
0.00021117,2.8762,0.026695
0.00018468,3.1303,0.027627
0.00015655,3.2917,0.028812
