0.025408,71.976,0.024761
0.02647,65.451,0.030217
0.026652,64.05,0.033242
0.027413,59.993,0.038774
0.028163,56.562,0.044122
0.028334,55.958,0.046082
0.028411,55.486,0.048266
0.028884,53.489,0.052142
0.033404,39.317,0.065629
0.075843,26.595,0.096835
0.085204,21.809,0.11449
0.087069,21.047,0.12215
0.087138,21.057,0.12486
0.087842,20.708,0.12878
0.088023,20.621,0.13059
0.08835,20.538,0.13466
0.092546,19.029,0.14688
0.11997,14.122,0.17145
0.12524,13.27,0.18674
0.12598,13.108,0.19097
0.12605,13.112,0.19322
0.12645,13.002,0.19572
0.12694,13.008,0.20206
0.13139,12.421,0.21586
0.17816,10.79,0.2478
0.19494,9.5206,0.27023
0.2288,7.9548,0.30821
6.6156e-06,57.236,0.00043576
6.8291e-06,52.959,0.00051755
7.1218e-06,48.026,0.00060603
7.2184e-06,46.707,0.00065443
9.4358e-06,27.282,0.00096529
9.9489e-06,24.027,0.0011031
1.0202e-05,23.179,0.0011634
1.0387e-05,22.592,0.0012107
1.1254e-05,18.776,0.0014001
1.1765e-05,16.631,0.0015731
1.1725e-05,16.651,0.0015987
1.2359e-05,14.49,0.0017954
1.2283e-05,14.509,0.0018451
1.2281e-05,14.31,0.0019097
1.2636e-05,12.995,0.0021034
1.2784e-05,12.451,0.002216
1.2965e-05,11.764,0.0023602
1.3004e-05,11.336,0.002509
1.3579e-05,10.668,0.0025909
1.4233e-05,9.6432,0.0027605
1.4692e-05,8.8185,0.0029545
1.4669e-05,8.6088,0.0030949
1.5834e-05,7.8106,0.0032233
1.5692e-05,7.8117,0.0033283
1.5874e-05,7.3666,0.0035537
1.5833e-05,7.1843,0.0037494
1.5609e-05,7.194,0.0039278
