0.012139,73.247,0.014696
0.013982,54.739,0.021029
0.01421,52.668,0.022892
0.014432,51.417,0.02446
0.014741,49.741,0.026545
0.01481,49.41,0.027343
0.014915,48.385,0.029013
0.015472,44.377,0.032636
0.015755,42.613,0.034918
0.015997,41.452,0.036765
0.016308,39.448,0.039585
0.0168,37.168,0.042433
0.017099,36.144,0.044021
0.017807,33.741,0.047106
0.018254,31.783,0.050103
0.018555,30.754,0.052262
0.019214,29.092,0.055008
0.019636,28.092,0.056993
0.019957,27.396,0.058908
0.020096,26.813,0.06086
0.020167,26.528,0.062088
0.020256,26.318,0.063183
0.020464,25.628,0.065314
0.020803,24.543,0.06815
0.021195,23.833,0.07038
0.021565,23.233,0.072394
0.021716,22.911,0.073905
0.021832,22.589,0.075497
0.022047,21.988,0.077546
0.022167,21.645,0.079153
0.022295,21.32,0.080749
0.022491,20.842,0.082627
0.022865,20.005,0.085291
0.023353,19.39,0.087705
0.023912,18.709,0.090294
0.02403,18.401,0.092108
0.024063,18.292,0.09319
0.024646,17.662,0.095762
0.025206,17.075,0.098392
0.025497,16.517,0.10129
0.025556,16.406,0.10248
0.025731,16.26,0.1037
0.025745,16.186,0.10468
0.025819,15.991,0.10641
0.025822,15.941,0.10722
0.025865,15.891,0.108
0.025889,15.832,0.10886
0.025896,15.762,0.1099
0.025986,15.624,0.1112
0.026307,15.35,0.11289
8.7505e-05,92.505,0.0011841
9.2395e-05,81.986,0.0015154
9.4954e-05,76.854,0.0017652
9.7007e-05,72.926,0.0020014
0.00010073,66.83,0.0023096
0.00010534,60.387,0.0026407
0.00011538,49.627,0.0031461
0.00011738,47.548,0.0033538
0.00011802,46.671,0.0035306
0.00011802,46.586,0.0035849
0.0001183,46.39,0.0036419
0.00011886,45.674,0.003786
0.0001223,42.538,0.0041281
0.00012292,42.103,0.0042291
0.00012472,41.127,0.004343
0.00012748,38.932,0.0046211
0.00014202,31.046,0.0052519
0.00014738,28.442,0.0056427
0.00014937,27.85,0.0057587
0.00014945,27.743,0.0058669
0.00014913,27.671,0.0060135
0.00014928,27.341,0.0062304
0.00015008,26.712,0.0065044
0.00014946,26.768,0.0066384
0.00014898,26.839,0.006719
0.00014927,26.421,0.0069785
0.00014868,26.433,0.007138
0.00014815,26.413,0.0073091
0.00014763,26.354,0.007512
0.00014725,26.324,0.0076539
0.00015316,24.697,0.0078755
0.0001549,24.198,0.0080296
0.00015835,23.347,0.0081902
0.00015883,23.188,0.008306
0.00015919,23.104,0.0083404
0.0001592,23.037,0.0084527
0.00015902,23.05,0.0085103
0.00015922,22.737,0.0087682
0.00015838,22.809,0.0089386
0.00015745,22.91,0.0091067
0.00015698,22.833,0.0093227
0.00016165,21.156,0.0098117
0.00016502,19.941,0.010277
0.00016441,19.839,0.010571
0.0001642,19.611,0.010905
0.00016275,19.835,0.011054
0.00016368,19.653,0.011105
0.00016368,19.65,0.011129
0.0001624,19.878,0.011227
0.00016125,20.06,0.011344
