0.0057524,74.382,0.0099016
0.0079027,46.021,0.015616
0.0081671,43.51,0.01712
0.0084991,40.575,0.019377
0.0090101,36.664,0.021982
0.010797,28.214,0.02721
0.011646,24.974,0.030791
0.012014,23.731,0.03331
0.012253,22.972,0.035544
0.012427,22.459,0.036976
0.013986,18.772,0.042663
0.015724,15.797,0.048811
0.015914,15.498,0.051175
0.016076,15.181,0.052609
0.018885,12.991,0.059546
0.020268,11.776,0.065061
0.021066,11.032,0.068243
0.022328,10.23,0.072548
0.028476,9.313,0.083972
0.028904,9.0097,0.088042
0.029016,8.9258,0.090026
0.029279,8.7656,0.092316
0.029894,8.4185,0.09643
0.030026,8.3417,0.098131
0.030775,7.9853,0.10236
0.030827,7.9467,0.10457
0.031452,7.6797,0.10771
0.032232,7.369,0.11154
0.033269,7.0336,0.11569
0.035461,6.5738,0.12233
0.036481,6.2908,0.12532
0.039622,5.8818,0.13399
0.043573,5.6247,0.14328
0.044009,5.5375,0.14499
0.047174,5.1354,0.15434
0.047502,5.0589,0.15832
0.047567,5.0453,0.15973
0.048407,4.8908,0.16442
0.048479,4.8672,0.16682
0.049092,4.7882,0.16989
0.051757,4.5462,0.17485
0.057092,4.5421,0.18622
0.060139,4.4341,0.19478
0.060003,4.4435,0.19719
0.062985,4.2107,0.2026
0.064554,4.0934,0.20873
0.070313,3.9953,0.22124
0.070415,3.9859,0.22258
0.070999,3.9089,0.22906
0.073611,3.7518,0.23366
3.4738e-05,86.301,0.00072742
0.00014385,32.955,0.0022158
0.00027624,19.57,0.0038832
0.00044458,13.876,0.0057963
0.00060425,10.294,0.0077021
0.00077014,8.0804,0.0096822
0.00095172,6.6154,0.01179
0.0010958,5.4448,0.013739
0.0012237,4.5735,0.015634
0.0013295,3.9066,0.017433
0.0014556,3.3804,0.019405
0.0015851,2.9611,0.021447
0.0017067,2.6131,0.023492
0.0017947,2.3235,0.025365
0.0018676,2.0842,0.027178
0.0019628,1.8809,0.029204
0.0020605,1.7155,0.031302
0.0021513,1.5766,0.033412
0.0022022,1.4554,0.035289
0.0022671,1.3552,0.037333
0.002308,1.273,0.039251
0.0023155,1.2175,0.040906
0.0023282,1.1706,0.042677
0.0023736,1.1376,0.044807
0.0024272,1.1235,0.047073
0.0024587,1.1141,0.049247
0.0024704,1.1155,0.051324
0.0024507,1.1311,0.05316
0.0024185,1.1614,0.054916
0.0023877,1.2032,0.056779
0.0023576,1.2585,0.058743
0.0023226,1.3298,0.060739
0.0022702,1.4197,0.062604
0.0022123,1.5289,0.064486
0.0021593,1.6586,0.066552
0.0021033,1.8128,0.068691
0.0020306,1.9979,0.070724
0.0019472,2.2191,0.072707
0.0018438,2.4785,0.074353
0.0017501,2.793,0.076411
0.0016577,3.1663,0.07864
0.0015445,3.6357,0.080668
0.0014249,4.22,0.082737
0.0012971,4.9636,0.08481
0.0011537,5.929,0.086556
0.0010044,7.2148,0.088239
0.00085168,9.0933,0.090212
0.00069888,11.858,0.092466
0.00052911,16.794,0.094465
0.00035277,27.198,0.096562
