3.825e-05,79.673,0.00079724
0.00014086,40.166,0.0021839
0.00052884,29.444,0.0050136
0.000753,18.702,0.0071864
0.00077002,17.932,0.0076864
0.0010284,14.128,0.0097956
0.0010739,13.277,0.010544
0.0011137,12.248,0.011515
0.001223,10.392,0.01309
0.0013165,9.1482,0.014509
0.0015377,8.0938,0.0166
0.0016075,7.5787,0.017645
0.001675,7.139,0.018672
0.0018536,6.1717,0.020762
0.0018884,5.9637,0.021516
0.002202,5.8524,0.023665
0.0022672,5.5382,0.024885
0.0022803,5.4569,0.02553
0.0022916,5.3821,0.02624
0.0023727,5.076,0.027712
0.0023899,5.0024,0.028336
0.0027281,4.618,0.031256
0.0029186,4.2884,0.033496
0.0030124,4.1552,0.034506
0.0030755,4.0496,0.035243
0.0030959,3.9836,0.036122
0.0031584,3.8809,0.036806
0.0032561,3.7287,0.037858
0.0033021,3.6533,0.038504
0.0033479,3.5813,0.039234
0.0033606,3.5364,0.040194
0.0034051,3.4726,0.04079
0.0034296,3.4237,0.041571
0.0035328,3.2545,0.043408
0.0036119,3.1728,0.044505
0.0038725,3.0257,0.046417
0.0039322,2.9592,0.047365
0.0043107,2.8505,0.050518
0.0043463,2.8142,0.05162
0.0043434,2.8158,0.052011
0.0043378,2.8199,0.0527
0.0043303,2.8284,0.05304
0.0043262,2.8332,0.053323
0.0043458,2.812,0.053673
0.0043702,2.7855,0.054842
0.0043851,2.7731,0.055216
0.0046296,2.6548,0.056956
0.0046896,2.6019,0.057648
0.0047267,2.5742,0.058904
0.0048676,2.4939,0.061111
0.0001578,80.473,0.0016361
0.00016425,73.436,0.0020164
0.00016563,72.138,0.0021717
0.00017487,65.725,0.0025536
0.00017676,64.307,0.0027167
0.00018073,60.896,0.0030307
0.00018187,59.996,0.0031732
0.00020618,48.483,0.0038158
0.00023023,40.273,0.0044763
0.00023473,39.084,0.0047527
0.00024717,35.891,0.0052405
0.00027201,30.693,0.0059372
0.00028027,29.291,0.0063559
0.00028538,28.478,0.0066341
0.00029914,25.716,0.0071121
0.00030454,24.641,0.0074033
0.00030611,24.456,0.0075607
0.00031582,23.311,0.0080154
0.00031851,23.061,0.0082316
0.00032362,22.181,0.0085148
0.00032453,22.04,0.0086208
0.00032527,22.026,0.008764
0.0003306,21.537,0.009102
0.00033439,21.23,0.0093917
0.00033482,21.204,0.0094923
0.00033814,20.68,0.0097017
0.00033886,20.682,0.0098572
0.00033919,20.712,0.0099794
0.00033923,20.742,0.010044
0.00034519,19.888,0.010337
0.00035193,18.977,0.010671
0.00036343,17.627,0.011123
0.00036787,17.319,0.011402
0.0003763,16.779,0.011834
0.00037723,16.77,0.011991
0.00038004,16.652,0.012262
0.00038302,16.504,0.012473
0.00047772,13.24,0.013867
0.00056108,10.943,0.015233
0.00057948,10.411,0.015917
0.00058068,10.395,0.016157
0.00059104,10.019,0.016495
0.0006005,9.6861,0.016833
0.00060321,9.5895,0.016963
0.00060477,9.5332,0.017049
0.00061011,9.3508,0.017288
0.00061271,9.2628,0.01743
0.00061754,9.1568,0.017818
0.00062143,9.0818,0.018214
0.00062216,9.0865,0.01848
